rtcDate,rtcTime,gps_Date,gps_Time,gps_Lat,gps_Long,gps_Alt,gps_AltMSL,gps_SIV,gps_FixType,gps_GroundSpeed,humidity_%,degC,
08/27/2024,20:57:24.65,08/28/2024,03:57:02.000,376838974,-1217855580,107053,136292,27,3,7640,27.40,27.16,
08/27/2024,20:57:25.65,08/28/2024,03:57:03.000,376838975,-1217856452,106974,136213,27,3,7694,27.44,27.22,
08/27/2024,20:57:26.65,08/28/2024,03:57:04.000,376838969,-1217857337,106893,136132,27,3,7855,27.49,27.25,
08/27/2024,20:57:27.65,08/28/2024,03:57:05.000,376838966,-1217858237,106816,136055,27,3,7988,27.58,27.25,
08/27/2024,20:57:28.65,08/28/2024,03:57:06.000,376838973,-1217859152,106732,135971,26,3,8123,27.57,27.18,
08/27/2024,20:57:29.65,08/28/2024,03:57:07.000,376838978,-1217860091,106655,135894,27,3,8346,27.47,27.07,
08/27/2024,20:57:30.65,08/28/2024,03:57:08.000,376838982,-1217861058,106581,135821,27,3,8600,27.50,27.08,
08/27/2024,20:57:31.65,08/28/2024,03:57:09.000,376838992,-1217862046,106540,135779,27,3,8755,27.57,27.03,
08/27/2024,20:57:32.65,08/28/2024,03:57:10.000,376839007,-1217863036,106468,135707,27,3,8717,27.46,26.98,
08/27/2024,20:57:33.65,08/28/2024,03:57:11.000,376839016,-1217864006,106491,135730,27,3,8476,27.46,27.01,
08/27/2024,20:57:34.66,08/28/2024,03:57:12.000,376839017,-1217864921,106404,135644,27,3,7887,27.48,27.11,
08/27/2024,20:57:35.66,08/28/2024,03:57:13.000,376839015,-1217865726,106361,135601,27,3,6784,27.46,27.17,
08/27/2024,20:57:36.66,08/28/2024,03:57:14.000,376839011,-1217866415,106253,135492,27,3,5775,27.43,27.12,
08/27/2024,20:57:37.66,08/28/2024,03:57:16.000,376838754,-1217867509,106389,135629,27,3,4824,27.64,27.16,
08/27/2024,20:57:39.63,08/28/2024,03:57:17.000,376838448,-1217867831,106248,135488,26,3,4377,27.51,27.13,
08/27/2024,20:57:40.63,08/28/2024,03:57:18.000,376838109,-1217867968,106358,135598,27,3,3827,27.48,27.14,
08/27/2024,20:57:41.63,08/28/2024,03:57:19.000,376837775,-1217868000,106451,135691,27,3,3706,27.46,27.11,
08/27/2024,20:57:42.63,08/28/2024,03:57:20.000,376837372,-1217868016,106516,135756,27,3,4766,27.57,27.14,
08/27/2024,20:57:43.63,08/28/2024,03:57:21.000,376836858,-1217868032,106728,135969,27,3,6102,27.55,27.10,
08/27/2024,20:57:44.63,08/28/2024,03:57:22.000,376836218,-1217868032,106717,135957,27,3,7517,27.49,27.24,
08/27/2024,20:57:45.63,08/28/2024,03:57:23.000,376835486,-1217868049,106930,136170,27,3,8346,27.52,27.22,
08/27/2024,20:57:46.63,08/28/2024,03:57:24.000,376834686,-1217868067,107167,136407,27,3,9037,27.52,27.15,
08/27/2024,20:57:47.63,08/28/2024,03:57:25.000,376833875,-1217868097,106742,135983,27,3,9014,27.40,27.18,
08/27/2024,20:57:48.63,08/28/2024,03:57:26.000,376833073,-1217868117,106627,135868,27,3,8835,27.41,27.18,
08/27/2024,20:57:49.63,08/28/2024,03:57:27.000,376832312,-1217868118,106830,136072,27,3,8216,27.43,27.21,
08/27/2024,20:57:50.63,08/28/2024,03:57:28.000,376831635,-1217868116,106929,136170,27,3,7159,27.31,27.12,
08/27/2024,20:57:51.63,08/28/2024,03:57:29.000,376831078,-1217868119,106961,136203,27,3,5762,27.42,27.15,
08/27/2024,20:57:52.63,08/28/2024,03:57:30.000,376830654,-1217868124,106999,136241,27,3,4236,27.45,27.20,
08/27/2024,20:57:53.63,08/28/2024,03:57:31.000,376830374,-1217868124,107158,136399,27,3,2580,27.38,27.22,
08/27/2024,20:57:54.63,08/28/2024,03:57:32.000,376830214,-1217868130,107273,136514,27,3,1421,27.55,27.27,
08/27/2024,20:57:55.63,08/28/2024,03:57:33.000,376830080,-1217868136,107274,136516,27,3,1503,27.44,27.21,
08/27/2024,20:57:56.63,08/28/2024,03:57:34.000,376829886,-1217868125,107351,136592,27,3,2401,27.55,27.29,
08/27/2024,20:57:57.63,08/28/2024,03:57:35.000,376829607,-1217868005,107432,136673,27,3,3648,27.43,27.25,
08/27/2024,20:57:58.64,08/28/2024,03:57:36.000,376829348,-1217867689,107441,136682,27,3,4236,27.42,27.29,
08/27/2024,20:57:59.64,08/28/2024,03:57:37.000,376829221,-1217867198,107402,136643,27,3,4786,27.32,27.29,
08/27/2024,20:58:00.64,08/28/2024,03:57:39.000,376829176,-1217865852,107412,136654,27,3,6708,27.28,27.30,
08/27/2024,20:58:02.61,08/28/2024,03:57:40.000,376829190,-1217865043,107350,136591,27,3,7321,27.48,27.22,
08/27/2024,20:58:03.61,08/28/2024,03:57:41.000,376829207,-1217864167,107375,136616,27,3,7898,27.40,27.15,
08/27/2024,20:58:04.61,08/28/2024,03:57:42.000,376829226,-1217863239,107497,136738,27,3,8312,27.54,27.22,
08/27/2024,20:58:05.61,08/28/2024,03:57:43.000,376829235,-1217862279,107596,136837,27,3,8512,27.55,27.18,
08/27/2024,20:58:06.61,08/28/2024,03:57:44.000,376829244,-1217861296,107653,136894,27,3,8731,27.65,27.10,
08/27/2024,20:58:07.62,08/28/2024,03:57:45.000,376829253,-1217860286,107675,136916,27,3,8968,27.60,27.14,
08/27/2024,20:58:08.62,08/28/2024,03:57:46.000,376829263,-1217859252,107691,136932,27,3,9190,27.58,27.13,
08/27/2024,20:58:09.62,08/28/2024,03:57:47.000,376829267,-1217858190,107771,137012,27,3,9443,27.57,27.13,
08/27/2024,20:58:10.62,08/28/2024,03:57:48.000,376829279,-1217857096,107900,137140,27,3,9713,27.64,27.10,
08/27/2024,20:58:11.62,08/28/2024,03:57:49.000,376829292,-1217855979,108030,137270,26,3,9904,27.70,27.07,
08/27/2024,20:58:12.62,08/28/2024,03:57:50.000,376829302,-1217854845,108189,137430,27,3,10030,27.60,26.97,
08/27/2024,20:58:13.62,08/28/2024,03:57:51.000,376829318,-1217853697,108284,137524,27,3,10171,27.59,26.93,
08/27/2024,20:58:14.62,08/28/2024,03:57:52.000,376829326,-1217852544,108485,137725,27,3,10189,27.76,26.96,
08/27/2024,20:58:15.62,08/28/2024,03:57:53.000,376829320,-1217851407,108687,137927,27,3,9965,27.66,27.05,
08/27/2024,20:58:16.62,08/28/2024,03:57:54.000,376829325,-1217850288,108794,138034,26,3,9814,27.68,27.03,
08/27/2024,20:58:17.62,08/28/2024,03:57:55.000,376829333,-1217849201,108942,138182,26,3,9468,27.61,27.06,
08/27/2024,20:58:18.62,08/28/2024,03:57:56.000,376829338,-1217848183,109041,138280,26,3,8762,27.54,27.05,
08/27/2024,20:58:19.62,08/28/2024,03:57:57.000,376829341,-1217847254,109066,138305,25,3,7939,27.65,27.02,
08/27/2024,20:58:20.62,08/28/2024,03:57:58.000,376829349,-1217846418,109160,138400,27,3,7137,27.65,27.14,
08/27/2024,20:58:21.62,08/28/2024,03:57:59.000,376829359,-1217845684,109102,138341,27,3,6222,27.62,27.08,
08/27/2024,20:58:22.62,08/28/2024,03:58:00.000,376829384,-1217845058,109104,138343,26,3,5245,27.59,27.09,
08/27/2024,20:58:23.62,08/28/2024,03:58:01.000,376829503,-1217844540,109043,138282,26,3,4669,27.59,27.11,
08/27/2024,20:58:24.62,08/28/2024,03:58:02.000,376829764,-1217844129,108905,138144,25,3,4790,27.60,27.13,
08/27/2024,20:58:25.62,08/28/2024,03:58:03.000,376830152,-1217843882,108826,138065,27,3,5003,27.70,27.15,
08/27/2024,20:58:26.62,08/28/2024,03:58:04.000,376830624,-1217843784,108873,138112,27,3,5498,27.67,27.23,
08/27/2024,20:58:27.62,08/28/2024,03:58:05.000,376831147,-1217843762,108936,138175,27,3,6003,27.57,27.18,
08/27/2024,20:58:28.62,08/28/2024,03:58:06.000,376831728,-1217843757,108903,138142,26,3,6673,27.58,27.19,
08/27/2024,20:58:29.62,08/28/2024,03:58:07.000,376832394,-1217843760,108665,137903,27,3,7297,27.51,27.15,
08/27/2024,20:58:30.67,08/28/2024,03:58:08.000,376833050,-1217843787,108651,137890,27,3,7322,27.47,27.21,
08/27/2024,20:58:31.67,08/28/2024,03:58:09.000,376833719,-1217843787,108612,137850,27,3,7472,27.45,27.28,
08/27/2024,20:58:32.67,08/28/2024,03:58:10.000,376834395,-1217843789,108509,137747,27,3,7456,27.45,27.31,
08/27/2024,20:58:33.67,08/28/2024,03:58:12.000,376835675,-1217843782,108623,137861,27,3,6765,27.41,27.32,
08/27/2024,20:58:35.65,08/28/2024,03:58:13.000,376836236,-1217843762,108700,137938,27,3,6038,27.34,27.34,
08/27/2024,20:58:36.65,08/28/2024,03:58:14.000,376836705,-1217843747,108554,137792,27,3,4940,27.37,27.36,
08/27/2024,20:58:37.65,08/28/2024,03:58:15.000,376837079,-1217843750,108379,137616,27,3,3796,27.37,27.37,
08/27/2024,20:58:38.65,08/28/2024,03:58:16.000,376837352,-1217843738,108537,137775,27,3,2824,27.44,27.36,
08/27/2024,20:58:39.65,08/28/2024,03:58:17.000,376837529,-1217843741,108442,137680,27,3,1627,27.40,27.33,
08/27/2024,20:58:40.65,08/28/2024,03:58:18.000,376837689,-1217843737,108548,137786,27,3,1846,27.33,27.32,
08/27/2024,20:58:41.65,08/28/2024,03:58:19.000,376837932,-1217843769,108546,137784,27,3,3079,27.27,27.31,
08/27/2024,20:58:42.65,08/28/2024,03:58:20.000,376838236,-1217843909,108573,137810,27,3,3768,27.30,27.37,
08/27/2024,20:58:43.65,08/28/2024,03:58:21.000,376838507,-1217844205,108478,137715,27,3,4133,27.39,27.34,
08/27/2024,20:58:44.65,08/28/2024,03:58:22.000,376838713,-1217844605,108550,137788,27,3,4128,27.32,27.38,
08/27/2024,20:58:45.65,08/28/2024,03:58:23.000,376838810,-1217845042,108658,137896,27,3,4030,27.35,27.33,
08/27/2024,20:58:46.65,08/28/2024,03:58:24.000,376838848,-1217845525,108694,137931,27,3,4335,27.31,27.30,
08/27/2024,20:58:47.65,08/28/2024,03:58:25.000,376838865,-1217846070,108766,138003,27,3,4985,27.42,27.30,
08/27/2024,20:58:48.65,08/28/2024,03:58:26.000,376838886,-1217846679,108673,137911,26,3,5520,27.36,27.31,
08/27/2024,20:58:49.65,08/28/2024,03:58:27.000,376838906,-1217847350,108756,137994,27,3,6060,27.41,27.26,
08/27/2024,20:58:50.65,08/28/2024,03:58:28.000,376838917,-1217848094,108835,138073,27,3,6747,27.41,27.25,
08/27/2024,20:58:51.65,08/28/2024,03:58:29.000,376838936,-1217848913,108905,138143,27,3,7408,27.46,27.24,
08/27/2024,20:58:52.65,08/28/2024,03:58:30.000,376838951,-1217849788,108729,137967,27,3,7868,27.27,27.36,
08/27/2024,20:58:53.65,08/28/2024,03:58:31.000,376838964,-1217850716,108650,137888,27,3,8371,27.39,27.31,
08/27/2024,20:58:54.65,08/28/2024,03:58:32.000,376838962,-1217851684,108419,137657,27,3,8657,27.19,27.31,
08/27/2024,20:58:55.65,08/28/2024,03:58:33.000,376838956,-1217852663,108275,137514,27,3,8621,27.37,27.33,
08/27/2024,20:58:56.65,08/28/2024,03:58:34.000,376838949,-1217853632,108142,137381,27,3,8554,27.30,27.29,
08/27/2024,20:58:57.65,08/28/2024,03:58:35.000,376838942,-1217854586,108113,137351,27,3,8375,27.35,27.30,
08/27/2024,20:58:58.65,08/28/2024,03:58:36.000,376838939,-1217855522,108025,137263,27,3,8206,27.31,27.30,
08/27/2024,20:58:59.65,08/28/2024,03:58:37.000,376838940,-1217856435,108043,137282,27,3,7991,27.32,27.30,
08/27/2024,20:59:00.65,08/28/2024,03:58:38.000,376838944,-1217857329,107941,137180,27,3,7858,27.49,27.28,
08/27/2024,20:59:01.65,08/28/2024,03:58:39.000,376838949,-1217858223,107794,137033,26,3,7931,27.43,27.28,
08/27/2024,20:59:02.65,08/28/2024,03:58:40.000,376838955,-1217859124,107725,136964,26,3,7952,27.42,27.20,
08/27/2024,20:59:03.65,08/28/2024,03:58:41.000,376838960,-1217860038,107695,136934,26,3,8102,27.56,27.12,
08/27/2024,20:59:04.65,08/28/2024,03:58:42.000,376838969,-1217860976,107710,136949,27,3,8354,27.50,27.06,
08/27/2024,20:59:05.65,08/28/2024,03:58:43.000,376838979,-1217861941,107694,136934,27,3,8589,27.70,27.02,
08/27/2024,20:59:06.65,08/28/2024,03:58:44.000,376838990,-1217862931,107625,136864,26,3,8811,27.59,26.94,
08/27/2024,20:59:07.65,08/28/2024,03:58:45.000,376838999,-1217863938,107618,136858,27,3,8901,27.67,27.00,
08/27/2024,20:59:08.65,08/28/2024,03:58:46.000,376838999,-1217864944,107551,136791,27,3,8849,27.55,27.03,
08/27/2024,20:59:09.65,08/28/2024,03:58:47.000,376838997,-1217865944,107539,136779,27,3,8819,27.62,27.12,
08/27/2024,20:59:10.65,08/28/2024,03:58:48.000,376839006,-1217866957,107647,136887,27,3,8990,27.64,27.10,
08/27/2024,20:59:11.65,08/28/2024,03:58:49.000,376839017,-1217867993,107560,136800,27,3,9206,27.52,27.15,
08/27/2024,20:59:12.65,08/28/2024,03:58:50.000,376839026,-1217869049,107532,136772,27,3,9381,27.71,27.16,
08/27/2024,20:59:13.65,08/28/2024,03:58:51.000,376839027,-1217870108,107480,136720,27,3,9338,27.58,27.13,
08/27/2024,20:59:14.65,08/28/2024,03:58:52.000,376839029,-1217871147,107393,136633,27,3,9097,27.70,27.16,
08/27/2024,20:59:15.65,08/28/2024,03:58:53.000,376839050,-1217872148,107372,136612,27,3,8711,27.51,27.02,
08/27/2024,20:59:16.65,08/28/2024,03:58:54.000,376839090,-1217873070,107213,136454,27,3,7874,27.74,27.06,
08/27/2024,20:59:17.65,08/28/2024,03:58:55.000,376839147,-1217873851,107049,136289,27,3,6505,27.73,27.07,
08/27/2024,20:59:18.65,08/28/2024,03:58:56.000,376839219,-1217874458,106892,136132,27,3,4959,27.77,27.06,
08/27/2024,20:59:19.65,08/28/2024,03:58:57.000,376839300,-1217874887,106862,136102,27,3,3427,27.80,27.08,
08/27/2024,20:59:20.65,08/28/2024,03:58:58.000,376839356,-1217875143,106680,135921,27,3,1887,27.71,27.07,
08/27/2024,20:59:21.65,08/28/2024,03:58:59.000,376839407,-1217875336,106569,135810,27,3,1756,27.71,27.06,
08/27/2024,20:59:22.65,08/28/2024,03:59:00.000,376839507,-1217875584,106545,135786,27,3,2768,27.70,27.10,
08/27/2024,20:59:23.65,08/28/2024,03:59:01.000,376839714,-1217875869,106400,135640,28,3,3720,27.65,27.14,
08/27/2024,20:59:24.65,08/28/2024,03:59:02.000,376840056,-1217876095,106324,135565,28,3,4573,27.67,27.10,
08/27/2024,20:59:25.66,08/28/2024,03:59:03.000,376840515,-1217876247,106287,135528,28,3,5566,27.62,27.22,
08/27/2024,20:59:26.66,08/28/2024,03:59:04.000,376841070,-1217876316,106210,135450,28,3,6446,27.84,27.24,
08/27/2024,20:59:27.66,08/28/2024,03:59:05.000,376841691,-1217876343,106242,135482,28,3,7087,27.64,27.25,
08/27/2024,20:59:28.66,08/28/2024,03:59:06.000,376842372,-1217876349,106322,135562,28,3,7757,27.67,27.12,
08/27/2024,20:59:29.66,08/28/2024,03:59:07.000,376843091,-1217876354,106324,135564,28,3,8067,27.76,27.14,
08/27/2024,20:59:30.66,08/28/2024,03:59:08.000,376843841,-1217876355,106275,135515,28,3,8381,27.88,27.10,
08/27/2024,20:59:31.66,08/28/2024,03:59:09.000,376844610,-1217876343,106139,135378,28,3,8601,27.79,27.13,
08/27/2024,20:59:32.66,08/28/2024,03:59:10.000,376845398,-1217876335,106099,135339,28,3,8771,27.88,27.09,
08/27/2024,20:59:33.66,08/28/2024,03:59:11.000,376846193,-1217876337,106045,135285,28,3,8831,27.97,27.08,
08/27/2024,20:59:34.84,08/28/2024,03:59:12.000,376846985,-1217876334,106024,135264,28,3,8760,27.95,27.02,
08/27/2024,20:59:35.84,08/28/2024,03:59:13.000,376847764,-1217876327,105987,135226,28,3,8584,28.01,26.99,
08/27/2024,20:59:36.84,08/28/2024,03:59:14.000,376848541,-1217876324,105845,135084,28,3,8620,28.12,27.01,
08/27/2024,20:59:37.84,08/28/2024,03:59:15.000,376849339,-1217876323,105952,135191,28,3,8953,28.08,27.05,
08/27/2024,20:59:38.84,08/28/2024,03:59:16.000,376850160,-1217876321,106005,135245,28,3,9183,27.96,27.02,
08/27/2024,20:59:39.84,08/28/2024,03:59:17.000,376851004,-1217876310,106048,135287,28,3,9472,27.84,27.04,
08/27/2024,20:59:40.84,08/28/2024,03:59:18.000,376851861,-1217876295,106093,135331,28,3,9548,27.78,27.11,
08/27/2024,20:59:41.84,08/28/2024,03:59:19.000,376852728,-1217876287,106010,135249,28,3,9649,27.72,27.14,
08/27/2024,20:59:42.84,08/28/2024,03:59:20.000,376853576,-1217876291,106238,135476,28,3,9382,27.79,27.14,
08/27/2024,20:59:43.84,08/28/2024,03:59:21.000,376854422,-1217876301,106322,135560,28,3,9415,27.77,27.10,
08/27/2024,20:59:44.84,08/28/2024,03:59:22.000,376855268,-1217876301,106399,135638,28,3,9373,27.75,27.05,
08/27/2024,20:59:45.84,08/28/2024,03:59:23.000,376856112,-1217876286,106424,135663,28,3,9363,27.70,26.95,
08/27/2024,20:59:46.84,08/28/2024,03:59:24.000,376856953,-1217876258,106366,135604,28,3,9305,27.83,27.08,
08/27/2024,20:59:47.84,08/28/2024,03:59:25.000,376857789,-1217876238,106449,135687,28,3,9297,27.75,27.01,
08/27/2024,20:59:48.84,08/28/2024,03:59:26.000,376858619,-1217876225,106441,135678,28,3,9240,27.84,27.08,
08/27/2024,20:59:49.84,08/28/2024,03:59:27.000,376859451,-1217876219,106368,135606,28,3,9236,27.83,27.14,
08/27/2024,20:59:50.84,08/28/2024,03:59:28.000,376860273,-1217876220,106326,135564,28,3,9094,27.93,27.12,
08/27/2024,20:59:51.84,08/28/2024,03:59:29.000,376861080,-1217876227,106204,135442,28,3,8883,27.74,27.05,
08/27/2024,20:59:52.84,08/28/2024,03:59:30.000,376861868,-1217876236,106092,135329,28,3,8705,27.62,27.02,
08/27/2024,20:59:53.84,08/28/2024,03:59:31.000,376862639,-1217876231,105973,135210,28,3,8510,27.64,27.05,
08/27/2024,20:59:54.84,08/28/2024,03:59:32.000,376863400,-1217876229,105838,135075,28,3,8417,27.60,27.06,
08/27/2024,20:59:55.84,08/28/2024,03:59:33.000,376864140,-1217876237,105693,134930,27,3,8123,27.50,27.07,
08/27/2024,20:59:56.84,08/28/2024,03:59:34.000,376864864,-1217876237,105499,134736,27,3,7978,27.50,27.11,
08/27/2024,20:59:57.84,08/28/2024,03:59:35.000,376865578,-1217876234,105357,134594,28,3,7940,27.48,27.10,
08/27/2024,20:59:58.84,08/28/2024,03:59:36.000,376866303,-1217876229,105295,134532,28,3,8093,27.44,27.13,
08/27/2024,20:59:59.84,08/28/2024,03:59:37.000,376867025,-1217876215,105145,134381,28,3,7955,27.38,27.15,
08/27/2024,21:00:00.84,08/28/2024,03:59:38.000,376867718,-1217876187,105143,134380,27,3,7589,27.52,27.24,
08/27/2024,21:00:01.84,08/28/2024,03:59:39.000,376868352,-1217876149,105229,134465,28,3,6875,27.57,27.17,
08/27/2024,21:00:02.84,08/28/2024,03:59:40.000,376868885,-1217876116,105251,134487,27,3,5541,27.39,27.23,
08/27/2024,21:00:03.84,08/28/2024,03:59:41.000,376869316,-1217876085,105293,134529,27,3,4480,27.47,27.24,
08/27/2024,21:00:04.84,08/28/2024,03:59:42.000,376869662,-1217876064,105425,134661,27,3,3562,27.24,27.21,
08/27/2024,21:00:05.84,08/28/2024,03:59:43.000,376869934,-1217876044,105731,134967,28,3,2816,27.27,27.26,
08/27/2024,21:00:06.84,08/28/2024,03:59:44.000,376870137,-1217876034,105698,134933,28,3,1936,27.14,27.23,
08/27/2024,21:00:07.84,08/28/2024,03:59:45.000,376870302,-1217876041,105805,135040,28,3,1757,27.31,27.22,
08/27/2024,21:00:08.84,08/28/2024,03:59:46.000,376870492,-1217876088,105926,135162,28,3,2392,27.21,27.25,
08/27/2024,21:00:09.84,08/28/2024,03:59:48.000,376870914,-1217876610,106064,135300,28,3,4100,27.22,27.29,
08/27/2024,21:00:11.62,08/28/2024,03:59:49.000,376871013,-1217877111,105905,135141,28,3,4874,27.05,27.29,
08/27/2024,21:00:12.62,08/28/2024,03:59:50.000,376871034,-1217877724,105651,134887,28,3,5844,27.18,27.28,
08/27/2024,21:00:13.62,08/28/2024,03:59:51.000,376871022,-1217878453,105721,134956,28,3,6744,27.18,27.31,
08/27/2024,21:00:14.62,08/28/2024,03:59:52.000,376871012,-1217879259,105379,134615,28,3,7419,27.19,27.33,
08/27/2024,21:00:15.62,08/28/2024,03:59:53.000,376871003,-1217880140,105248,134484,28,3,7938,27.24,27.28,
08/27/2024,21:00:16.62,08/28/2024,03:59:54.000,376870983,-1217881049,105234,134471,28,3,8153,27.26,27.25,
08/27/2024,21:00:17.62,08/28/2024,03:59:55.000,376870960,-1217881981,105003,134240,28,3,8326,27.41,27.19,
08/27/2024,21:00:18.62,08/28/2024,03:59:56.000,376870944,-1217882921,104711,133948,28,3,8422,27.59,27.20,
08/27/2024,21:00:19.62,08/28/2024,03:59:57.000,376870950,-1217883876,104589,133826,28,3,8487,27.75,27.14,
08/27/2024,21:00:20.62,08/28/2024,03:59:58.000,376870972,-1217884844,104396,133633,28,3,8572,27.91,27.03,
08/27/2024,21:00:21.62,08/28/2024,03:59:59.000,376870983,-1217885814,104281,133518,28,3,8650,28.21,26.99,
08/27/2024,21:00:22.62,08/28/2024,03:59:00.000,376870988,-1217886797,104245,133482,28,3,8698,28.41,26.98,
08/27/2024,21:00:23.62,08/28/2024,04:00:01.000,376870982,-1217887775,104105,133341,28,3,8605,28.29,26.96,
08/27/2024,21:00:24.62,08/28/2024,04:00:02.000,376870980,-1217888729,103921,133158,28,3,8336,28.21,26.95,
08/27/2024,21:00:25.62,08/28/2024,04:00:03.000,376870993,-1217889658,103816,133053,28,3,8105,27.92,26.95,
08/27/2024,21:00:26.62,08/28/2024,04:00:04.000,376871016,-1217890556,103670,132907,28,3,7846,27.82,26.93,
08/27/2024,21:00:27.62,08/28/2024,04:00:05.000,376871027,-1217891384,103613,132850,28,3,7121,27.73,27.00,
08/27/2024,21:00:28.62,08/28/2024,04:00:06.000,376871043,-1217892100,103554,132791,28,3,5973,27.56,27.02,
08/27/2024,21:00:29.62,08/28/2024,04:00:07.000,376871051,-1217892672,103664,132901,28,3,4689,27.44,27.04,
08/27/2024,21:00:30.62,08/28/2024,04:00:08.000,376871060,-1217893120,103648,132885,28,3,3703,27.43,27.07,
08/27/2024,21:00:31.62,08/28/2024,04:00:09.000,376871075,-1217893485,103682,132920,28,3,3038,27.58,27.02,
08/27/2024,21:00:32.62,08/28/2024,04:00:10.000,376871036,-1217893830,103776,133013,28,3,3119,27.70,26.98,
08/27/2024,21:00:33.62,08/28/2024,04:00:11.000,376870886,-1217894172,103832,133070,27,3,3604,27.72,27.01,
08/27/2024,21:00:34.62,08/28/2024,04:00:12.000,376870600,-1217894443,103797,133035,27,3,4106,27.67,26.99,
08/27/2024,21:00:35.62,08/28/2024,04:00:13.000,376870209,-1217894568,103786,133024,28,3,4617,27.80,26.91,
08/27/2024,21:00:36.62,08/28/2024,04:00:14.000,376869758,-1217894605,103802,133040,28,3,5191,27.98,26.89,
08/27/2024,21:00:37.62,08/28/2024,04:00:15.000,376869252,-1217894613,103644,132882,28,3,5788,27.89,26.91,
08/27/2024,21:00:38.62,08/28/2024,04:00:16.000,376868682,-1217894603,103727,132965,27,3,6504,27.83,26.95,
08/27/2024,21:00:39.62,08/28/2024,04:00:17.000,376868060,-1217894593,103821,133059,27,3,7019,27.89,27.00,
08/27/2024,21:00:40.62,08/28/2024,04:00:18.000,376867398,-1217894590,103907,133145,28,3,7425,27.77,27.03,
08/27/2024,21:00:41.62,08/28/2024,04:00:19.000,376866705,-1217894600,103888,133126,28,3,7774,27.62,27.07,
08/27/2024,21:00:42.62,08/28/2024,04:00:20.000,376865984,-1217894607,104016,133255,28,3,8090,27.54,27.07,
08/27/2024,21:00:43.62,08/28/2024,04:00:21.000,376865242,-1217894623,104089,133327,28,3,8290,27.50,27.08,
08/27/2024,21:00:44.62,08/28/2024,04:00:22.000,376864487,-1217894635,104075,133313,28,3,8425,27.42,27.07,
08/27/2024,21:00:45.62,08/28/2024,04:00:23.000,376863719,-1217894643,104096,133335,28,3,8550,27.49,27.06,
08/27/2024,21:00:46.62,08/28/2024,04:00:24.000,376862942,-1217894643,104197,133436,28,3,8616,27.44,27.10,
08/27/2024,21:00:47.62,08/28/2024,04:00:25.000,376862158,-1217894639,104369,133608,28,3,8695,27.60,27.07,
08/27/2024,21:00:48.62,08/28/2024,04:00:26.000,376861377,-1217894634,104397,133636,28,3,8657,27.53,27.04,
08/27/2024,21:00:49.62,08/28/2024,04:00:27.000,376860602,-1217894624,104531,133771,28,3,8520,27.59,27.17,
08/27/2024,21:00:50.62,08/28/2024,04:00:28.000,376859835,-1217894611,104705,133944,28,3,8489,27.71,27.20,
08/27/2024,21:00:51.62,08/28/2024,04:00:29.000,376859066,-1217894606,104766,134005,28,3,8536,27.46,27.18,
08/27/2024,21:00:52.62,08/28/2024,04:00:30.000,376858297,-1217894617,104684,133924,28,3,8494,27.52,27.28,
08/27/2024,21:00:53.62,08/28/2024,04:00:31.000,376857525,-1217894626,104593,133833,28,3,8581,27.56,27.29,
08/27/2024,21:00:54.62,08/28/2024,04:00:32.000,376856752,-1217894633,104677,133917,28,3,8555,27.43,27.31,
08/27/2024,21:00:55.62,08/28/2024,04:00:33.000,376855997,-1217894641,104594,133834,28,3,8217,27.34,27.33,
08/27/2024,21:00:56.62,08/28/2024,04:00:34.000,376855276,-1217894648,104582,133822,28,3,7926,27.45,27.36,
08/27/2024,21:00:57.62,08/28/2024,04:00:35.000,376854582,-1217894655,104577,133818,28,3,7566,27.44,27.41,
08/27/2024,21:00:58.62,08/28/2024,04:00:36.000,376853919,-1217894671,104617,133857,28,3,7277,27.42,27.36,
08/27/2024,21:00:59.62,08/28/2024,04:00:37.000,376853264,-1217894673,104862,134102,28,3,7197,27.28,27.46,
08/27/2024,21:01:00.62,08/28/2024,04:00:38.000,376852634,-1217894671,104987,134228,28,3,6894,27.15,27.45,
08/27/2024,21:01:01.62,08/28/2024,04:00:39.000,376852057,-1217894669,104961,134202,28,3,6224,26.98,27.41,
08/27/2024,21:01:02.62,08/28/2024,04:00:40.000,376851542,-1217894680,104931,134171,28,3,5487,26.98,27.44,
08/27/2024,21:01:03.62,08/28/2024,04:00:41.000,376851098,-1217894767,104937,134178,28,3,4859,27.03,27.46,
08/27/2024,21:01:04.62,08/28/2024,04:00:42.000,376850733,-1217894993,104621,133862,28,3,4497,26.88,27.42,
08/27/2024,21:01:05.62,08/28/2024,04:00:43.000,376850435,-1217895353,104389,133630,28,3,4689,27.01,27.48,
08/27/2024,21:01:06.62,08/28/2024,04:00:44.000,376850230,-1217895840,104206,133447,28,3,4990,27.07,27.40,
08/27/2024,21:01:07.62,08/28/2024,04:00:45.000,376850110,-1217896401,103776,133017,28,3,5372,26.92,27.35,
08/27/2024,21:01:08.62,08/28/2024,04:00:46.000,376850070,-1217897046,103636,132877,27,3,5830,27.08,27.36,
08/27/2024,21:01:09.62,08/28/2024,04:00:47.000,376850070,-1217897724,103539,132780,27,3,6044,27.04,27.38,
08/27/2024,21:01:10.62,08/28/2024,04:00:48.000,376850083,-1217898422,103431,132673,28,3,6173,27.18,27.35,
08/27/2024,21:01:11.62,08/28/2024,04:00:49.000,376850095,-1217899134,103447,132689,28,3,6298,27.24,27.24,
